No. tar.,No.,Tema, ,Opción A,Opción B,Opción C
T068,4,"Artes, Deportes y Entretenimientos","¿Qué actor, suegro de Catherine Zeta-Jones se llamaba en realidad Issur Danielovitch Demsky ?",Kirk Douglas *,Burt Lancaster,Glenn Ford
,,,,,,
T068,5,Ciencias y Tecnología,"Ningun roedor vuela, pero este planea muy bien al lanzarse desde los árboles arqueando su cuerpo y brazos",Marmota suicida,Rata aérea,Ardilla voladora
,,,,,,
T068,6,Cultura General,"Es el principal museo de arte de Rusia, fundado en 1764 por Catalina la Grande en San Petersburgo",San Basilio,Kremlin,Hermitage *
,,,,,,
T069,1,México,"El estado de Chihuahua no solo colinda con Texas, EE.UU sino con qué otro estado de ese país cuya capital es Santa Fé ?",Utha,Arizona,Nuevo México *
,,,,,,
T069,2,Historia Universal,"En 1911 dos exploradores compitieron por llegar, primero que nadie, al Polo Sur; uno lo logró, el otro murió congelado, quien fue el triunfador?",Robert Peary,Robert Scoot,Roald Amundsen *
,,,,,,
T069,3,Geografía Universal,"La ribera, con 'b' grande,es la orilla de un mar, lago o río, qué es la rivera con 'v' chica?",Lo mismo,Un arroyo *,Un manantial
,,,,,,
T069,4,"Artes, Deportes y Entretenimientos","¿Qué jugador británico fue el campeón de goleo de la Copa del mundo 2018, con seis tantos ?",Wayne Rooney,Harry kane *,Ashley Cole
,,, ,,,
T069,5,Ciencias y Tecnología,"¿Qué enfermedad dificulta distinguir algunos colores, y afecta principalmente a los varones ?",Estrabismo,Daltonismo *,Cataratas
,,,,,,
T069,6,Cultura General,"Primer piloto que cruzó, volando  sin escalas, el Atlántico en 1927, en un  avión monomotor...",Charles Lindbergh *,John Glenn,Howar Hughes
,,,,,,
T070,1,México,"¿En qué estado de la República se halla Bahía Magdalena, donde cada año llega la ballena gris a reproducirse, tras un viaje de 10 mil kms.?",Guerrero,Jalisco,Baja California Sur *
,,,,,,
T070,2,Historia Universal,¿ Qué gobernante soviético puso al descubierto el espeluznante saldo de crímenes cometidos  en la larga dictadura de José Stalin ?,Boris Pasternak,Lavrenti Beria,Nikita Kruschev *
,,,,,,
T070,3,Geografía Universal,"El idioma mas hablado del mundo, no es el inglés  ni el español, cuál es ?",Árabe,Hindi,Mandarín *
,,,,,,
T070,4,"Artes, Deportes y Entretenimientos","¿Qué bella canción, ganadora del Oscar, interpretaron románticamente Lady Gaga y Bradley Cooper en la ceremonia del 2019?",All the Stars,I'II Fight,Shallow *
,,,,,,
T070,5,Ciencias y Tecnología,¿Qué clase de números expresan una o varias partes alícuotas de la unidad ?,Mixtos,Enteros,Fracciones *
,,,,,,
T070,6,Cultura General,"Hasta 1840, el destinatario de una carta pagaba su porte. Qué país inventó el timbre postal ?",Gran Bretaña *,China ,Rusia
,,,,,,
T071,1,México,"Mexicali es la capital mas septentrional de la República, cuál es la mas meridional?",Tuxtla Gutiérez *,Matamoros,Durango
,,,,,,
T071,2,Historia Universal,"Marx fue el principal ideólogo del comunismo, Lenin su principal líder, Stalin su principal operador y..quién su principal destructor ?",Mijail Gorbachov *,Boris Yeltsin,Nikita  Kruschev
,,,,,,
T071,3,Geografía Universal,¿Qué río contiene la quinta parte del agua corriente del mundo y se da el lujo de arrojar al océano hasta 300 millones de litros por segundo?,Nilo,Amazonas *,Rin
,,,,,,
T071,4,"Artes, Deportes y Entretenimientos",¿Qué mariscal de campo de los Santos de Nueva Orleans  dió fin en 2021 a su brillante carrera de 20 años?,Payton Manning,Tom Brady,Drew Brees *
,,,,,,
T071,5,Ciencias y Tecnología,¿A qué clase de artrópodos corresponden los ciempiés y milpiés que son los animales de mas patas ?,Ápodos,Cefalópodos,Miriápodos *
,,,,,,
T071,6,Cultura General,"Fundó la Cruz Roja Internacional en 1863, conmovido por el abandono en que quedaban los heridos de guerra...",Henry Dunant *,Henry Higgins,Henry Fayol
,,,,,,
T072,1,México,"Centro ceremonial totonaca en la costa veracruzana, con su famosa Pirámide de los Nichos.",El Tajín *,Tulum,La Venta
,,,,,,
T072,2,Historia Universal,¿Qué monarca francés era tan vanidoso que ' cuanto mas burda y torpe era una adulación. con mas placer la recibía '?,Napoleón Bonaparte,Luis XIV *,Felipe el Hermoso
,,,,,,
T072,3,Geografía Universal,Fue capital del poderoso imperio persa y hoy es sede de la primera república islámica del mundo.,Bagdad,Nueva Delhi,Teherán *
,,,,,,
T072,4,"Artes, Deportes y Entretenimientos","¿Quién es el máximo atleta olímpico de todos los tiempos, y seguramente lo seguirá siendo hasta la eternidad ?",Carl Lewis,Mike Spitz,Michael Phelps *
,,,,,,
T072,5,Ciencias y Tecnología,"¿Qué ciencia estudia la composición, estructura y propiedades de las moléculas de la materia y de los átomos que las integran?",Química *,Anatomía,Biología
,,,,,,
T072,6,Cultura General,"Este país asiático es de habla inglesa, pero casi todos sus habitantes tienen nombres hispanos.",Pakistán,Filipinas *,Indonesia
,,,,,,
T073,1,México,Detacado científico nacido en México que recibió el Nobel de Química por sus estudios sobre el ozono en la atmósfera terrestre.,Mario Molina*,Alfonso García Robles,Guillermo Soberón
,,,,,,
T073,2,Historia Universal,"España envió su armada invencible con 30,000 hombres para destronar a la Reina Inglesa Isabel I , pero fracasó debido a...",La flota enemiga,Una tormenta*,Un motín
,,,,,,
T073,3,Geografía Universal,"Además de su idioma, ¿qué caracteriza a todos los países árabes?",La moneda,El petróleo,La religión*
,,,,,,
T073,4,"Artes, Deportes y Entretenimientos",Stephen  Hawking es el científico mas reconocido de este milenio.¿Qué película expone el drama de la terrible enfermedad que padeció desde los 21 años?,Código enigma,Selma,La teoría del todo*
,,,,,,
T073,5,Ciencias y Tecnología,¿Cuál de estos moluscos es cefalópodo (Palabra que significa 'pies en la cabeza'),Caracol,Pulpo *,Almeja
,,,,,,
T073,6,Cultura General,"Los poetas y literatos necesitan expresarse libremente, sin que se tome en sentido literal todo lo que dicen. ¿Qué les permite tal cosa?",La retórica*,La Lógica,la metafísica
,,,,,,
T074,1,México,Pesa 25 toneladas y mide 3.58 mts. de diámetro; contiene un resumen de la cosmogonía azteca y data de 1479,Calendario Azteca*,Coyolxauhqui,Monolito de Tláloc
,,,,,,
T074,2,Historia Universal,"El antiguo Egipto fue gobernado por faraones , peo también tuvieron unas cuantas faraonas entre las que destaca...",Balkis,Hatshepsut *,Astarté
,,,,,,
T074,3,Geografía Universal,"¿Cuántos océanos tiene nuestro planeta, aunque hay quienes no reconocen uno por estar formado por las aguas de otros tres ?",3,5 *,6
,,,,,,
T074,4,"Artes, Deportes y Entretenimientos","Camilo Sesto se fue en 2019 pero nos dejó sus canciones, entre ellas esta que escribió para José José...",Lo pasado pasado,Si me dejas ahora *,Gavilán o Paloma
,,,,,,
T074,5,Ciencias y Tecnología,"Las lombrices de tierra son anélidos inofensivos, otros no lo son tanto y pueden chuparte la sangre como...",El vampiro,La pulga,La sanguijuela *
,,,,,,
T074,6,Cultura General,"El nombre de Eva viene del hebreo y significa ' la que vive', el de Adán también, y significa..",Hombre *,Primogénito,Por quien vive.
,,,,,,
T075,1,México,Es el más antiguo edificio en funciones de México y el más bello en su tipo de toda América. se construyó entre 1573 y 1812.,Palacio Nacional,Catedral Metropolitana *,Palacio de Bellas Artes
,,,,,,
T075,2,Historia Universal,Célebre y controvertido rey de Inglaterra que fue padre de la más célebre y controvertida reina de Inglaterra Isabel I...,Francisco I,Enrique VIII *,Carlos I
,,,,,,
T075,3,Geografía Universal,"¿De qué famosa falla tectónica, causante de grandes terremotos surgió la península de Baja California?",San Andrés *,Santo Tomás,San Antonio
,,,,,,
T075,4,"Artes, Deportes y Entretenimientos","Más del 25% de los beisbolistas de las Grandes Ligas son extranjeros, qué país es el que más jugadores aporta ?",Venezuela,Puerto Rico,República Dominicana *
,,,,,,
T075,5,Ciencias y Tecnología,"La ballena, la orca, el cachalote y la marsopa son los animales mas corpulentos, a qué orden petenecen?",Saurios,Escualos,Cetáceos *
,,,,,,
T075,6,Cultura General,¿Qué hijo de Zeus (conocido como Mercurio por los romanos) es una especie de office boy de los dioses del Olimpo?,Hermes *,Poseidón,Saturno
,,,,,,
T076,1,México,"¿Quién fue el arquitecto del Monumento a la Independencia donde, por  una u otra razón, no descansan los restos de nuestros insurgentes?",Carlos Lazo Bareiro,Carlos Obregón Santacilia,Antonio Rivas Mercado *
,,,,,,
T076,2,Historia Universal,"Nació en Macedonia, fue hijo de Filipo II y Olimpia, discípulo de Aristóteles y uno de los grandes conquistadores de la historia",Julio César,Carlomagno,Alejandro Magno *
,,,,,,
T076,3,Geografía Universal,"El río Volga, el más largo de Europa, nace, riega y muere en un solo país, cuál?",Francia,Rusia *,Alemania
,,,,,,
T076,4,"Artes, Deportes y Entretenimientos","¿Qué atleta ha ganado, al menos, 23 medallas  de oro olímpicas, casi el doble de las que ha ganado México en toda su historia ?",Carl  Lewis,Usain Bolt,Michael Phelps *
,,,,,,
T076,5,Ciencias y Tecnología,¿Qué cualidad o defecto tiene el mosquito hembra respecto del mosquito macho?,Pica *,No pica,No zumba
,,,,,,
T076,6,Cultura General,"¿Qué país asiático esta formado por una sola ciudad, pues es tan pequeño que no le cabe ninguna otra ?",Bangladesh,Malasia,Singapur *
,,,,,,
T077,1,México,"La salina mas grande del mundo está en la población Guerrero Negro, ubicada en el estado de...",Baja California Sur *,Chiapas ,Oaxaca
,,,,,,
T077,2,Historia Universal,¿Cuántas fueron las cruzadas que los señores feudales emprendieron con el pretexto de rescatar los  Santos Lugares ?,16,8 *,4
,,,,,,
T077,3,Geografía Universal,¿Cuál es la única ciudad sagrada para las tres principales religiones que se profesan en nuestro cada vez menos místico planeta?,Jerusalen *,Roma,La Meca
,,,,,,
T077,4,"Artes, Deportes y Entretenimientos","Deduce el récord del gol de campo más largo que se ha anotado en la NFL, impuesto en 2013 por Matt Prater...",64 yardas *,73 Yardas,83 yardas
,,,,,,
T077,5,Ciencias y Tecnología,"En tierra hay animales rápidos pero ninguno como el guepardo, que alcanza los 110 kilómetros por hora, también conocido como chita u...",Oca,Onza *,Ocelote
,,,,,,
T077,6,Cultura General,"Encuentra la contracción gramatical en esta poética frase: 'Te ví partir al amanecer, y mi corazón dormido se quedó'.",Al *,Te,se
,,,,,,
T078,1,México,"Miguel Hidalgo y Costilla nació la mañana del 8 de mayo de 1753 pesando tres kilos y medio con muy poco pelo, en qué hacienda de Guanajuato?",Vista Hermosa,Guadalupe,Corralejo *
,,,,,,
T078,2,Historia Universal,"Mártir revolucionario que, tras el tiunfo de la Revolución Cubana, murió tratando de derrocar al gobierno boliviano",Camilo Torres,Ernesto Che Guevara *,Augusto César Sandino
,,,,,,
T078,3,Geografía Universal,"¿Qué rio recorre turísticamente París, avistando la Torre Eiffel, la Catedral de Notre Dame, el Palacio del Louvre y otros monumentos?",Sena *,Arno,Rin
,,,,,,
T078,4,"Artes, Deportes y Entretenimientos","El piloto más joven en ganar un campeonato de Fórmula I, con 23 años y 134 días es...",Mark Webber,Nico Rosberg,Sebastian Vettel*
,,,,,,
T078,5,Ciencias y Tecnología,"¿Qué órganos secretan sustancias indispensables para la vida, o bien nocivas o inútiles?",Las hormonas,Las membranas,Las glándulas *
,,,,,,
T078,6,Cultura General,¿Qué país americano estrenó en 2019 un gobierno ultraderechista que fue envidia de Donald Trump?,Perú,Canadá,Brasil *
,,,,,,
T079,1,México,"El Castillo de Chapultepec fue construído en 1784, convertido en Colegio Militar en 1845, y en  residencia oficial en 1864 por...",Agustín de Iturbide,Maximiliano de Habsburgo *,Antonio López de Santa Anna
,,,,,,
T079,2,Historia Universal,"¿Qué presidente egipcio nacionalizó en 1956 el Canal de Suez, construído por decenas de miles de campesinos llevados a la fuerza?",Gamal Abdel Nasser *,Hosni Mubarak,kofi Annan
,,,,,,
T079,3,Geografía Universal,"¿Qué volcán hawaiano arroja lava sin cesar y, con el Kilauea, tiene cubierta de este material casi la mitad de la isla que los hospeda?",Pinatubo,Krakatoa,Mauna Loa *
,,,,,,
T079,4,"Artes, Deportes y Entretenimientos",¿En qué película Charlize Theron y Nicole Kidman denuncian el abuso sexual de un alto ejecutivo de la tv.?,El Irlandés,El Escándalo *,Había una vez...en hollywood
,,,,,,
T079,5,Ciencias y Tecnología,"Si el Sol estuviera en el centro galáctico, sus rayos tardarían en llegarnos 26 mil años, cuánto tardan realmente ?",8 minutos *,8 meses,8 años
,,,,,,
T079,6,Cultura General,"Antiguo idioma de la India, cuyo nombre significa lengua ornamentada y que sirve de base a su idioma oficial",Farsi,Arameo,Sánscrito *
,,,,,,
T080,1,México,El Estadio azteca se inauguró en 1966 y va por su tercera Copa Mundial.Fue diseñada por los arquitectos Rafael Mijares y ...,Pedro Ramírez Vázquez*,Luis Barragán,Mario Pani
,,,,,,
T080,2,Historia Universal,¿Qué héroe de Nicaragua fue asesinado a traición en 1934 por su lucha contra la intervención norteamericana en su país',Camilo Torres,Farabundo Martí ,Augusto César Sandino *
,,,,,,
T080,3,Geografía Universal,"Aunque Israel es un país milenario, su nacimieno como estado independiente data del año ...",1958,1948 *,1968
,,,,,,
T080,4,"Artes, Deportes y Entretenimientos",¿Qué equipo brasileño se dirigía a Medellín para enfrentar la final de la Copa Sudamericana 2016 cuando se estrelló el avión en que viajaba?,Paranaense,Sportinense,Chapecoense*
,,,,,,
T080,5,Ciencias y Tecnología,Glándula cuya secreción exocrina ayuda a la digestión y cuya secreción endocrina genera la insulina?,Bazo,Hígado,Páncreas*
,,,,,,
T080,6,Cultura General,"Qué sistema de lectura inentado en Francia en 1830 funciona por razones obvias, a base de puntos en relieve?",Morse,Braille*,Pitman
,,,,,,
T081,1,México,Es el más antiguo de los ilustres escritores mexicanos y una de las glorias del Siglo de Oro de la literatura española.,Juan Ruiz de Alarcón*,Pedro Calderón de la Barca,Tirso de molina
,,,,,,
T081,2,Historia Universal,"Muerto magallanes, ¿qué navegante completó el viaje de circunnavegación y demostró la redondez de la tierra?",Juan sebastian Elcano*,Giovanni Caboto,Giovanni de Verrazano
,,,,,,
T081,3,Geografía Universal,¿La población de qué país proviene de al menos 100 naciones y es de alrededor de nueve millones de habitantes?,Singapur,Israel*,Mónaco
,,,,,,
T081,4,"Artes, Deportes y Entretenimientos","Único pitcher en la historia del base ball que ha lanzado siete juegos sin hit ni carrera, siendo que basta uno para salir del montón?",John Smoltz,Roger Clemens,Nolan Ryan*
,,,,,,
T081,5,Ciencias y Tecnología,"Médico cubano que libró a la humanidad de la letal fiebre amarilla, al descubrir que la transmite un mosquito.",Gregorio Marañon,Carlos J. Finlay,Santiago Ramón y Cajal*
,,,,,,
T081,6,Cultura General,"¿Cuál de estos famosos estafadores cometió el fraude mas grande de la historia, por mas de cincuenta mil millones de dolares?",Frank Abagnale,Bernard Madoff*,Allen stanford
,,,,,,
T082,1,México,"Sor Juana Inés de la Cruz, sin duda la poetisa mas grande de  Hispanoamérica, fue llamada con justa razón...",La pregonera del amor,En ángel inspirador,La Décima Musa *
,,,,,,
T082,2,Historia Universal,Célebre Monarca del Sacro Imperio romano que sentó las bases de lo que sería Europa Occidental en la Edad Medi9a...,Carlomagno *,Juan sin Tierra,Ricardo Corazón de León
,,,,,,
T082,3,Geografía Universal,"Los ríos Tigris y Eúfrates se unen en Irak antes de desembocar en el Golfo Pérsico,con el nombre de...",Lena,Zambeze,Shatt al-Arab *
